date,airline,ch_code,flight_number,from,to,via_city,route,stop_count,arr_hour,arr_period,dep_hour,dep_period,duration_mins,price
2022-03-07,Indigo,6E,184,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,9,Morning,250,3054
2022-03-07,Vistara,UK,977,Delhi,Mumbai,,Delhi-Mumbai,0,21,Night,19,Evening,135,3100
2022-03-07,Vistara,UK,963,Delhi,Mumbai,,Delhi-Mumbai,0,11,Morning,8,Morning,140,3100
2022-03-07,Vistara,UK,941,Delhi,Mumbai,,Delhi-Mumbai,0,19,Evening,16,Afternoon,140,3100
2022-03-07,Vistara,UK,955,Delhi,Mumbai,,Delhi-Mumbai,0,20,Night,17,Evening,140,3100
2022-03-07,Vistara,UK,943,Delhi,Mumbai,,Delhi-Mumbai,0,9,Morning,7,Morning,135,3310
2022-03-07,Indigo,6E,6202,Delhi,Mumbai,,Delhi-Mumbai,0,14,Afternoon,12,Afternoon,130,3001
2022-03-07,Indigo,6E,2046,Delhi,Mumbai,,Delhi-Mumbai,0,19,Evening,17,Evening,130,3001
2022-03-07,Indigo,6E,5041,Delhi,Mumbai,,Delhi-Mumbai,0,20,Night,18,Evening,130,3001
2022-03-07,Indigo,6E,549,Delhi,Mumbai,,Delhi-Mumbai,0,16,Afternoon,14,Afternoon,135,3001
2022-03-07,Indigo,6E,573,Delhi,Mumbai,,Delhi-Mumbai,0,18,Evening,16,Afternoon,135,3001
2022-03-07,Indigo,6E,6722,Delhi,Mumbai,,Delhi-Mumbai,0,23,Night,21,Night,135,3001
2022-03-07,Indigo,6E,607,Delhi,Mumbai,,Delhi-Mumbai,1,5,Late_Night,22,Night,460,2994
2022-03-07,Indigo,6E,2042,Delhi,Mumbai,,Delhi-Mumbai,1,5,Late_Night,20,Night,575,2994
2022-03-07,Air India,AI,9643,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,19,Evening,1250,3291
2022-03-07,GO FIRST,G8,717,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,16,Afternoon,285,3330
2022-03-07,GO FIRST,G8,713,Delhi,Mumbai,,Delhi-Mumbai,1,2,Late_Night,19,Evening,365,3330
2022-03-07,GO FIRST,G8,717,Delhi,Mumbai,,Delhi-Mumbai,1,2,Late_Night,16,Afternoon,560,3330
2022-03-07,Indigo,6E,607,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,22,Night,610,3408
2022-03-07,SpiceJet,SG,2976,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,19,Evening,270,3519
2022-03-07,SpiceJet,SG,8483,Delhi,Mumbai,,Delhi-Mumbai,1,7,Morning,18,Evening,795,3519
2022-03-07,SpiceJet,SG,2976,Delhi,Mumbai,,Delhi-Mumbai,1,10,Morning,19,Evening,915,3519
2022-03-07,SpiceJet,SG,339,Delhi,Mumbai,,Delhi-Mumbai,1,12,Afternoon,15,Afternoon,1265,3519
2022-03-07,SpiceJet,SG,2277,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,15,Afternoon,1545,3519
2022-03-07,Indigo,6E,369,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,21,Night,625,3546
2022-03-07,Air India,AI,499,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,13,Afternoon,1610,3554
2022-03-07,Air India,AI,9843,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,6,Morning,585,3564
2022-03-07,Indigo,6E,2013,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,4,Late_Night,395,3608
2022-03-07,Air India,AI,544,Delhi,Mumbai,,Delhi-Mumbai,1,9,Morning,17,Evening,985,3831
2022-03-07,Air India,AI,542,Delhi,Mumbai,,Delhi-Mumbai,1,9,Morning,9,Morning,1435,3831
2022-03-07,Air India,AI,540,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,20,Night,685,3855
2022-03-07,Air India,AI,537,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,16,Afternoon,950,3855
2022-03-07,Air India,AI,540,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,20,Night,1295,3855
2022-03-07,Air India,AI,439,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,6,Morning,1560,3855
2022-03-07,Air India,AI,537,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,16,Afternoon,1560,3855
2022-03-07,Indigo,6E,2092,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,17,Evening,320,3959
2022-03-07,Indigo,6E,5018,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,12,Afternoon,620,3959
2022-03-07,Indigo,6E,2193,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,14,Afternoon,230,3968
2022-03-07,Indigo,6E,2168,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,18,Evening,265,3968
2022-03-07,Indigo,6E,2083,Delhi,Mumbai,,Delhi-Mumbai,1,10,Morning,5,Late_Night,325,3968
2022-03-07,Indigo,6E,152,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,10,Morning,460,3968
2022-03-07,Indigo,6E,2193,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,14,Afternoon,500,3968
2022-03-07,Air India,AI,544,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,17,Evening,400,4146
2022-03-07,Air India,AI,542,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,9,Morning,850,4146
2022-03-07,Air India,AI,435,Delhi,Mumbai,,Delhi-Mumbai,1,9,Morning,5,Late_Night,230,4161
2022-03-07,Air India,AI,435,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,5,Late_Night,1050,4161
2022-03-07,Air India,AI,429,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,9,Morning,1335,4170
2022-03-07,Air India,AI,839,Delhi,Mumbai,,Delhi-Mumbai,1,9,Morning,21,Night,735,4251
2022-03-07,Air India,AI,560,Delhi,Mumbai,,Delhi-Mumbai,1,9,Morning,8,Morning,1530,4251
2022-03-07,Air India,AI,839,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,21,Night,1590,4251
2022-03-07,Indigo,6E,926,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,18,Evening,295,4270
2022-03-07,Indigo,6E,181,Delhi,Mumbai,,Delhi-Mumbai,1,10,Morning,5,Late_Night,290,4368
2022-03-07,Vistara,UK,683,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,13,Afternoon,1535,4781
2022-03-07,Air India,AI,439,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,6,Morning,660,4433
2022-03-07,Vistara,UK,627,Delhi,Mumbai,,Delhi-Mumbai,1,16,Afternoon,13,Afternoon,1600,4811
2022-03-07,Air India,AI,560,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,8,Morning,945,4566
2022-03-07,Vistara,UK,673,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,13,Afternoon,300,4968
2022-03-07,Vistara,UK,833,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,7,Morning,440,5006
2022-03-07,Vistara,UK,833,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,7,Morning,925,5006
2022-03-07,Indigo,6E,2373,Delhi,Mumbai,,Delhi-Mumbai,1,19,Evening,13,Afternoon,360,4674
2022-03-07,Vistara,UK,839,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,13,Afternoon,545,5040
2022-03-07,Vistara,UK,835,Delhi,Mumbai,,Delhi-Mumbai,1,9,Morning,19,Evening,785,5040
2022-03-07,Vistara,UK,837,Delhi,Mumbai,,Delhi-Mumbai,1,9,Morning,17,Evening,935,5040
2022-03-07,Vistara,UK,835,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,19,Evening,945,5040
2022-03-07,Vistara,UK,837,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,17,Evening,1095,5040
2022-03-07,Vistara,UK,835,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,19,Evening,1115,5040
2022-03-07,Vistara,UK,839,Delhi,Mumbai,,Delhi-Mumbai,1,9,Morning,13,Afternoon,1170,5040
2022-03-07,Air India,AI,429,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,9,Morning,435,4748
2022-03-07,Air India,AI,475,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,13,Afternoon,1475,4780
2022-03-07,GO FIRST,G8,1404,Delhi,Mumbai,,Delhi-Mumbai,1,16,Afternoon,9,Morning,425,4793
2022-03-07,Air India,AI,469,Delhi,Mumbai,Raipur,Delhi-Mumbai,1,23,Night,5,Late_Night,1070,4811
2022-03-07,Vistara,UK,879,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,17,Evening,320,5227
2022-03-07,Vistara,UK,899,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,14,Afternoon,495,5227
2022-03-07,Vistara,UK,871,Delhi,Mumbai,,Delhi-Mumbai,1,10,Morning,20,Night,805,5227
2022-03-07,Vistara,UK,879,Delhi,Mumbai,,Delhi-Mumbai,1,10,Morning,17,Evening,980,5227
2022-03-07,Vistara,UK,871,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,20,Night,1075,5227
2022-03-07,Vistara,UK,899,Delhi,Mumbai,,Delhi-Mumbai,1,10,Morning,14,Afternoon,1155,5227
2022-03-07,Vistara,UK,879,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,17,Evening,1250,5227
2022-03-07,Air India,AI,406,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,10,Morning,325,4926
2022-03-07,Air India,AI,473,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,18,Evening,1365,5026
2022-03-07,GO FIRST,G8,211,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,9,Morning,405,5087
2022-03-07,GO FIRST,G8,2509,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,6,Morning,585,5087
2022-03-07,GO FIRST,G8,211,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,9,Morning,680,5087
2022-03-07,GO FIRST,G8,2609,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,21,Night,710,5087
2022-03-07,Air India,AI,411,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,7,Morning,380,5231
2022-03-07,Air India,AI,403,Delhi,Mumbai,,Delhi-Mumbai,1,19,Evening,12,Afternoon,380,5246
2022-03-07,Air India,AI,423,Delhi,Mumbai,Surat,Delhi-Mumbai,1,17,Evening,4,Late_Night,755,5301
2022-03-07,GO FIRST,G8,7553,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,15,Afternoon,425,5323
2022-03-07,GO FIRST,G8,237,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,12,Afternoon,555,5323
2022-03-07,Air India,AI,465,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,16,Afternoon,375,5507
2022-03-07,Air India,AI,512,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,14,Afternoon,535,5507
2022-03-07,GO FIRST,G8,7541,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,8,Morning,365,5584
2022-03-07,GO FIRST,G8,165,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,6,Morning,480,5584
2022-03-07,Air India,AI,877,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,11,Morning,385,5721
2022-03-07,Air India,AI,502,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,13,Afternoon,455,5761
2022-03-07,Air India,AI,803,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,6,Morning,895,5761
2022-03-07,Air India,AI,471,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,13,Afternoon,275,5766
2022-03-07,GO FIRST,G8,286,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,10,Morning,450,5806
2022-03-07,GO FIRST,G8,194,Delhi,Mumbai,,Delhi-Mumbai,1,7,Morning,20,Night,675,5806
2022-03-07,Air India,AI,401,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,6,Morning,795,5810
2022-03-07,Air India,AI,883,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,22,Night,620,5840
2022-03-07,Air India,AI,469,Delhi,Mumbai,,Delhi-Mumbai,1,16,Afternoon,5,Late_Night,670,5852
2022-03-07,Air India,AI,415,Delhi,Mumbai,,Delhi-Mumbai,1,17,Evening,16,Afternoon,1505,5927
2022-03-07,Vistara,UK,811,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,5,Late_Night,330,6296
2022-03-07,Vistara,UK,817,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,16,Afternoon,345,6296
2022-03-07,Vistara,UK,813,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,17,Evening,350,6296
2022-03-07,Vistara,UK,819,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,14,Afternoon,360,6296
2022-03-07,Vistara,UK,819,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,14,Afternoon,390,6296
2022-03-07,Vistara,UK,817,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,16,Afternoon,440,6296
2022-03-07,Vistara,UK,819,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,14,Afternoon,455,6296
2022-03-07,Vistara,UK,819,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,14,Afternoon,550,6296
2022-03-07,Vistara,UK,801,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,9,Morning,670,6296
2022-03-07,GO FIRST,G8,113,Delhi,Mumbai,,Delhi-Mumbai,1,11,Morning,6,Morning,335,5954
2022-03-07,GO FIRST,G8,1010,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,12,Afternoon,350,5954
2022-03-07,GO FIRST,G8,213,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,11,Morning,380,5954
2022-03-07,GO FIRST,G8,199,Delhi,Mumbai,,Delhi-Mumbai,2,22,Night,13,Afternoon,515,5954
2022-03-07,GO FIRST,G8,191,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,9,Morning,535,5954
2022-03-07,GO FIRST,G8,266,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,6,Morning,705,5954
2022-03-07,GO FIRST,G8,2401,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,10,Morning,480,5958
2022-03-07,GO FIRST,G8,2403,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,10,Morning,480,5958
2022-03-07,Air India,AI,506,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,9,Morning,680,6181
2022-03-07,Air India,AI,807,Delhi,Mumbai,,Delhi-Mumbai,1,8,Morning,17,Evening,915,6181
2022-03-07,Indigo,6E,2102,Delhi,Mumbai,,Delhi-Mumbai,1,12,Afternoon,7,Morning,305,6239
2022-03-07,Air India,AI,485,Delhi,Mumbai,,Delhi-Mumbai,1,16,Afternoon,5,Late_Night,655,6312
2022-03-07,Air India,AI,9857,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,6,Morning,435,6339
2022-03-07,Indigo,6E,2338,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,12,Afternoon,480,6632
2022-03-07,Indigo,6E,7403,Delhi,Mumbai,,Delhi-Mumbai,1,16,Afternoon,7,Morning,520,6680
2022-03-07,Air India,AI,453,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,4,Late_Night,530,6724
2022-03-07,Air India,AI,767,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,12,Afternoon,475,6756
2022-03-07,Air India,AI,885,Delhi,Mumbai,,Delhi-Mumbai,1,16,Afternoon,10,Morning,340,6785
2022-03-07,Air India,AI,9887,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,5,Late_Night,910,6848
2022-03-07,Vistara,UK,637,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,17,Evening,265,7569
2022-03-07,Vistara,UK,706,Delhi,Mumbai,,Delhi-Mumbai,1,21,Night,13,Afternoon,475,7569
2022-03-07,Vistara,UK,707,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,17,Evening,360,7575
2022-03-07,Vistara,UK,737,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,15,Afternoon,455,7575
2022-03-07,Vistara,UK,705,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,7,Morning,960,7575
2022-03-07,Vistara,UK,727,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,20,Night,990,7575
2022-03-07,Vistara,UK,747,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,6,Morning,1020,7575
2022-03-07,GO FIRST,G8,101,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,5,Late_Night,570,7469
2022-03-07,Vistara,UK,705,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,7,Morning,330,7838
2022-03-07,Vistara,UK,747,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,6,Morning,390,7838
2022-03-07,Vistara,UK,705,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,7,Morning,770,7838
2022-03-07,Vistara,UK,747,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,6,Morning,830,7838
2022-03-07,Air India,AI,9017,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,9,Morning,360,8024
2022-03-07,Vistara,UK,855,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,18,Evening,1205,8805
2022-03-07,Vistara,UK,847,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,11,Morning,1655,8805
2022-03-07,GO FIRST,G8,286,Delhi,Mumbai,,Delhi-Mumbai,1,19,Evening,10,Morning,530,8805
2022-03-07,Vistara,UK,829,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,7,Morning,420,9768
2022-03-07,Vistara,UK,859,Delhi,Mumbai,,Delhi-Mumbai,1,23,Night,10,Morning,755,9768
2022-03-07,Air India,AI,885,Delhi,Mumbai,,Delhi-Mumbai,1,22,Night,10,Morning,690,9525
2022-03-07,GO FIRST,G8,357,Delhi,Mumbai,,Delhi-Mumbai,2,18,Evening,6,Morning,725,11295
2022-03-08,Vistara,UK,975,Delhi,Mumbai,,Delhi-Mumbai,0,7,Morning,5,Late_Night,130,2476
2022-03-08,Vistara,UK,953,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,20,Night,130,2476
2022-03-08,Vistara,UK,981,Delhi,Mumbai,,Delhi-Mumbai,0,23,Night,21,Night,130,2476
2022-03-08,Vistara,UK,927,Delhi,Mumbai,,Delhi-Mumbai,0,11,Morning,9,Morning,125,2700
2022-03-08,Vistara,UK,993,Delhi,Mumbai,,Delhi-Mumbai,0,15,Afternoon,12,Afternoon,130,2700
2022-03-08,Vistara,UK,951,Delhi,Mumbai,,Delhi-Mumbai,0,16,Afternoon,14,Afternoon,130,2700
2022-03-08,Vistara,UK,933,Delhi,Mumbai,,Delhi-Mumbai,0,17,Evening,15,Afternoon,130,2700
2022-03-08,Vistara,UK,985,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,19,Evening,130,2700
2022-03-08,Vistara,UK,995,Delhi,Mumbai,,Delhi-Mumbai,0,12,Afternoon,10,Morning,135,2700
2022-03-08,Vistara,UK,945,Delhi,Mumbai,,Delhi-Mumbai,0,14,Afternoon,11,Morning,140,2700
2022-03-08,GO FIRST,G8,7533,Delhi,Mumbai,,Delhi-Mumbai,0,15,Afternoon,13,Afternoon,125,2410
2022-03-08,GO FIRST,G8,7534,Delhi,Mumbai,,Delhi-Mumbai,0,17,Evening,15,Afternoon,125,2410
2022-03-08,GO FIRST,G8,7535,Delhi,Mumbai,,Delhi-Mumbai,0,19,Evening,17,Evening,125,2410
2022-03-08,Indigo,6E,171,Delhi,Mumbai,,Delhi-Mumbai,0,4,Late_Night,2,Late_Night,130,2410
2022-03-08,AirAsia,I5,764,Delhi,Mumbai,,Delhi-Mumbai,0,6,Morning,4,Late_Night,130,2410
2022-03-08,Indigo,6E,2054,Delhi,Mumbai,,Delhi-Mumbai,0,8,Morning,6,Morning,130,2410
2022-03-08,GO FIRST,G8,530,Delhi,Mumbai,,Delhi-Mumbai,0,9,Morning,7,Morning,130,2410
2022-03-08,Indigo,6E,5001,Delhi,Mumbai,,Delhi-Mumbai,0,9,Morning,7,Morning,130,2410
2022-03-08,GO FIRST,G8,334,Delhi,Mumbai,,Delhi-Mumbai,0,10,Morning,8,Morning,130,2410
2022-03-08,Indigo,6E,5329,Delhi,Mumbai,,Delhi-Mumbai,0,10,Morning,8,Morning,130,2410
2022-03-08,GO FIRST,G8,354,Delhi,Mumbai,,Delhi-Mumbai,0,0,Late_Night,22,Night,130,2410
2022-03-08,Indigo,6E,2137,Delhi,Mumbai,,Delhi-Mumbai,0,1,Late_Night,23,Night,130,2410
2022-03-08,GO FIRST,G8,2501,Delhi,Mumbai,,Delhi-Mumbai,0,4,Late_Night,2,Late_Night,135,2410
2022-03-08,GO FIRST,G8,336,Delhi,Mumbai,,Delhi-Mumbai,0,16,Afternoon,14,Afternoon,135,2410
2022-03-08,GO FIRST,G8,392,Delhi,Mumbai,,Delhi-Mumbai,0,17,Evening,15,Afternoon,135,2410
2022-03-08,GO FIRST,G8,346,Delhi,Mumbai,,Delhi-Mumbai,0,21,Night,19,Evening,135,2410
2022-03-08,Indigo,6E,6261,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,20,Night,135,2410
2022-03-08,GO FIRST,G8,330,Delhi,Mumbai,,Delhi-Mumbai,0,23,Night,21,Night,135,2410
2022-03-08,Indigo,6E,6278,Delhi,Mumbai,,Delhi-Mumbai,0,11,Morning,8,Morning,140,2410
2022-03-08,GO FIRST,G8,338,Delhi,Mumbai,,Delhi-Mumbai,0,12,Afternoon,10,Morning,140,2410
2022-03-08,Indigo,6E,218,Delhi,Mumbai,,Delhi-Mumbai,0,13,Afternoon,10,Morning,140,2410
2022-03-08,GO FIRST,G8,323,Delhi,Mumbai,,Delhi-Mumbai,0,21,Night,18,Evening,140,2410
2022-03-08,Indigo,6E,2081,Delhi,Mumbai,,Delhi-Mumbai,0,7,Morning,4,Late_Night,145,2410
2022-03-08,AirAsia,I5,747,Delhi,Mumbai,,Delhi-Mumbai,1,0,Late_Night,19,Evening,335,2409
2022-03-08,AirAsia,I5,773,Delhi,Mumbai,,Delhi-Mumbai,1,2,Late_Night,20,Night,385,2409
2022-03-08,AirAsia,I5,721,Delhi,Mumbai,,Delhi-Mumbai,1,7,Morning,20,Night,630,2409
2022-03-08,AirAsia,I5,1529,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,9,Morning,660,2409
2022-03-08,AirAsia,I5,773,Delhi,Mumbai,,Delhi-Mumbai,1,7,Morning,20,Night,700,2409
2022-03-08,AirAsia,I5,747,Delhi,Mumbai,,Delhi-Mumbai,1,7,Morning,19,Evening,735,2409
2022-03-08,AirAsia,I5,740,Delhi,Mumbai,,Delhi-Mumbai,1,20,Night,8,Morning,755,2409
2022-03-08,AirAsia,I5,798,Delhi,Mumbai,,Delhi-Mumbai,1,2,Late_Night,12,Afternoon,825,2409
2022-03-08,AirAsia,I5,775,Delhi,Mumbai,,Delhi-Mumbai,1,2,Late_Night,12,Afternoon,845,2409
2022-03-08,AirAsia,I5,788,Delhi,Mumbai,,Delhi-Mumbai,1,12,Afternoon,22,Night,855,2409
2022-03-08,AirAsia,I5,1529,Delhi,Mumbai,,Delhi-Mumbai,1,0,Late_Night,9,Morning,900,2409
2022-03-08,Indigo,6E,2154,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,10,Morning,245,2463
2022-03-08,Indigo,6E,2097,Delhi,Mumbai,,Delhi-Mumbai,1,14,Afternoon,7,Morning,455,2463
2022-03-08,Indigo,6E,2154,Delhi,Mumbai,,Delhi-Mumbai,1,18,Evening,10,Morning,500,2463
2022-03-08,Air India,AI,868,Delhi,Mumbai,,Delhi-Mumbai,0,20,Night,18,Evening,120,2476
2022-03-08,Air India,AI,887,Delhi,Mumbai,,Delhi-Mumbai,0,9,Morning,7,Morning,125,2476
2022-03-08,Air India,AI,665,Delhi,Mumbai,,Delhi-Mumbai,0,10,Morning,8,Morning,130,2476
2022-03-08,Air India,AI,865,Delhi,Mumbai,,Delhi-Mumbai,0,12,Afternoon,10,Morning,130,2476
2022-03-08,Air India,AI,805,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,20,Night,130,2476
2022-03-08,Air India,AI,678,Delhi,Mumbai,,Delhi-Mumbai,0,11,Morning,9,Morning,135,2476
2022-03-08,Air India,AI,624,Delhi,Mumbai,,Delhi-Mumbai,0,21,Night,19,Evening,135,2476
2022-03-08,Air India,AI,636,Delhi,Mumbai,Indore,Delhi-Mumbai,1,18,Evening,14,Afternoon,210,2476
2022-03-08,Air India,AI,441,Delhi,Mumbai,IXU,Delhi-Mumbai,1,21,Night,17,Evening,225,2476
2022-03-08,SpiceJet,SG,8709,Delhi,Mumbai,,Delhi-Mumbai,0,21,Night,18,Evening,130,2621
2022-03-08,SpiceJet,SG,8803,Delhi,Mumbai,,Delhi-Mumbai,0,9,Morning,7,Morning,135,2621
2022-03-08,SpiceJet,SG,8157,Delhi,Mumbai,,Delhi-Mumbai,0,8,Morning,6,Morning,140,2621
2022-03-08,SpiceJet,SG,8169,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,19,Evening,140,2621
2022-03-08,SpiceJet,SG,3002,Delhi,Mumbai,,Delhi-Mumbai,1,12,Afternoon,7,Morning,255,2621
2022-03-08,Indigo,6E,6202,Delhi,Mumbai,,Delhi-Mumbai,0,14,Afternoon,12,Afternoon,130,3001
2022-03-08,Indigo,6E,2046,Delhi,Mumbai,,Delhi-Mumbai,0,19,Evening,17,Evening,130,3001
2022-03-08,Indigo,6E,5041,Delhi,Mumbai,,Delhi-Mumbai,0,20,Night,18,Evening,130,3001
2022-03-08,Indigo,6E,549,Delhi,Mumbai,,Delhi-Mumbai,0,16,Afternoon,14,Afternoon,135,3001
2022-03-08,Indigo,6E,573,Delhi,Mumbai,,Delhi-Mumbai,0,18,Evening,16,Afternoon,135,3001
2022-03-08,Indigo,6E,6722,Delhi,Mumbai,,Delhi-Mumbai,0,23,Night,21,Night,135,3001
2022-03-08,Indigo,6E,5328,Delhi,Mumbai,,Delhi-Mumbai,0,12,Afternoon,9,Morning,150,3001
2022-03-08,Indigo,6E,184,Delhi,Mumbai,,Delhi-Mumbai,1,13,Afternoon,9,Morning,250,3054
2022-03-08,Vistara,UK,943,Delhi,Mumbai,,Delhi-Mumbai,0,9,Morning,7,Morning,135,3100
2022-03-08,Vistara,UK,977,Delhi,Mumbai,,Delhi-Mumbai,0,21,Night,19,Evening,135,3100
2022-03-08,Vistara,UK,963,Delhi,Mumbai,,Delhi-Mumbai,0,11,Morning,8,Morning,140,3100
2022-03-08,Vistara,UK,941,Delhi,Mumbai,,Delhi-Mumbai,0,19,Evening,16,Afternoon,140,3100
2022-03-08,Vistara,UK,955,Delhi,Mumbai,,Delhi-Mumbai,0,20,Night,17,Evening,140,3100
2022-03-08,Indigo,6E,607,Delhi,Mumbai,,Delhi-Mumbai,1,5,Late_Night,22,Night,460,2994
2022-03-08,AirAsia,I5,784,Delhi,Mumbai,,Delhi-Mumbai,1,0,Late_Night,16,Afternoon,510,3102
2022-03-08,AirAsia,I5,784,Delhi,Mumbai,,Delhi-Mumbai,1,7,Morning,16,Afternoon,910,3102
2022-03-08,AirAsia,I5,482,Delhi,Mumbai,,Delhi-Mumbai,0,22,Night,20,Night,135,3252
2022-03-08,Air India,AI,9843,Delhi,Mumbai,,Delhi-Mumbai,1,15,Afternoon,6,Morning,585,3291
