date,airline,ch_code,flight_number,from,to,via_city,route,stop_count,arr_hour,arr_period,dep_hour,dep_period,duration_mins,days_left,price
2022-02-23,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,12,Afternoon,385,13,54608
2022-02-23,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,12,Afternoon,480,13,54608
2022-02-23,Vistara,UK,986,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,22,Night,595,13,54608
2022-02-23,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,12,Afternoon,615,13,54608
2022-02-23,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,12,Afternoon,655,13,54608
2022-02-23,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,6,Morning,660,13,54608
2022-02-23,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,6,Morning,770,13,54608
2022-02-23,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,6,Morning,865,13,54608
2022-02-23,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,6,Morning,1000,13,54608
2022-02-23,Air India,AI,809,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,10,Morning,375,13,54608
2022-02-23,Air India,AI,687,Mumbai,Bangalore,,Mumbai-Bangalore,1,0,Late_Night,16,Afternoon,490,13,54608
2022-02-23,Air India,AI,806,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,8,Morning,495,13,54608
2022-02-23,Air India,AI,442,Mumbai,Bangalore,IXU,Mumbai-Bangalore,1,0,Late_Night,15,Afternoon,515,13,54608
2022-02-23,Air India,AI,635,Mumbai,Bangalore,IDR,Mumbai-Bangalore,1,16,Afternoon,7,Morning,550,13,54608
2022-02-23,Air India,AI,809,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,10,Morning,605,13,54608
2022-02-23,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,21,Night,685,13,54608
2022-02-23,Air India,AI,806,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,8,Morning,725,13,54608
2022-02-23,Air India,AI,635,Mumbai,Bangalore,IDR,Mumbai-Bangalore,1,20,Night,7,Morning,780,13,54608
2022-02-23,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,19,Evening,835,13,54608
2022-02-23,Air India,AI,809,Mumbai,Bangalore,,Mumbai-Bangalore,1,0,Late_Night,10,Morning,850,13,54608
2022-02-23,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,18,Evening,895,13,54608
2022-02-23,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,21,Night,900,13,54608
2022-02-23,Air India,AI,806,Mumbai,Bangalore,,Mumbai-Bangalore,1,0,Late_Night,8,Morning,970,13,54608
2022-02-23,Air India,AI,687,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,16,Afternoon,1015,13,54608
2022-02-23,Air India,AI,635,Mumbai,Bangalore,IDR,Mumbai-Bangalore,1,0,Late_Night,7,Morning,1025,13,54608
2022-02-23,Air India,AI,442,Mumbai,Bangalore,IXU,Mumbai-Bangalore,1,8,Morning,15,Afternoon,1040,13,54608
2022-02-23,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,19,Evening,1050,13,54608
2022-02-23,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,18,Evening,1110,13,54608
2022-02-23,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,21,Night,1125,13,54608
2022-02-23,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,19,Evening,1275,13,54608
2022-02-23,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,18,Evening,1335,13,54608
2022-02-23,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,21,Night,1355,13,54608
2022-02-23,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,19,Evening,1505,13,54608
2022-02-23,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,18,Evening,1565,13,54608
2022-02-23,Air India,AI,774,Mumbai,Bangalore,,Mumbai-Bangalore,1,1,Late_Night,20,Night,1735,13,55982
2022-02-23,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,6,Morning,630,13,62448
2022-02-23,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,6,Morning,740,13,62448
2022-02-23,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,6,Morning,835,13,62448
2022-02-23,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,6,Morning,970,13,62448
2022-02-23,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,10,Morning,395,13,66928
2022-02-23,Vistara,UK,960,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,11,Morning,415,13,66928
2022-02-23,Vistara,UK,902,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,15,Afternoon,415,13,66928
2022-02-23,Vistara,UK,902,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,15,Afternoon,455,13,66928
2022-02-23,Vistara,UK,944,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,14,Afternoon,480,13,66928
2022-02-23,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,10,Morning,505,13,66928
2022-02-23,Vistara,UK,960,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,11,Morning,510,13,66928
2022-02-23,Vistara,UK,944,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,14,Afternoon,520,13,66928
2022-02-23,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,10,Morning,600,13,66928
2022-02-23,Vistara,UK,960,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,11,Morning,645,13,66928
2022-02-23,Vistara,UK,960,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,11,Morning,685,13,66928
2022-02-23,Vistara,UK,988,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,20,Night,705,13,66928
2022-02-23,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,10,Morning,735,13,66928
2022-02-23,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,10,Morning,775,13,66928
2022-02-23,Vistara,UK,988,Mumbai,Bangalore,,Mumbai-Bangalore,1,10,Morning,20,Night,835,13,66928
2022-02-23,Vistara,UK,988,Mumbai,Bangalore,,Mumbai-Bangalore,1,11,Morning,20,Night,895,13,66928
2022-02-23,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,8,Morning,495,13,69168
2022-02-23,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,7,Morning,570,13,69168
2022-02-23,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,8,Morning,605,13,69168
2022-02-23,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,7,Morning,680,13,69168
2022-02-23,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,8,Morning,700,13,69168
2022-02-23,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,7,Morning,775,13,69168
2022-02-23,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,8,Morning,835,13,69168
2022-02-23,Vistara,UK,996,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,18,Evening,850,13,69168
2022-02-23,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,8,Morning,875,13,69168
2022-02-23,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,7,Morning,910,13,69168
2022-02-23,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,7,Morning,950,13,69168
2022-02-23,Vistara,UK,996,Mumbai,Bangalore,,Mumbai-Bangalore,1,10,Morning,18,Evening,980,13,69168
2022-02-23,Vistara,UK,910,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,17,Evening,345,13,70400
2022-02-23,Vistara,UK,910,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,17,Evening,905,13,70400
2022-02-23,Vistara,UK,940,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,19,Evening,775,13,77120
2022-02-23,Vistara,UK,940,Mumbai,Bangalore,,Mumbai-Bangalore,1,10,Morning,19,Evening,905,13,77120
2022-02-23,Vistara,UK,940,Mumbai,Bangalore,,Mumbai-Bangalore,1,11,Morning,19,Evening,965,13,77120
2022-02-24,Vistara,UK,863,Mumbai,Bangalore,,Mumbai-Bangalore,0,10,Morning,9,Morning,100,14,20684
2022-02-24,Vistara,UK,853,Mumbai,Bangalore,,Mumbai-Bangalore,0,17,Evening,16,Afternoon,105,14,20684
2022-02-24,Vistara,UK,849,Mumbai,Bangalore,,Mumbai-Bangalore,0,19,Evening,17,Evening,105,14,20684
2022-02-24,Vistara,UK,865,Mumbai,Bangalore,,Mumbai-Bangalore,0,20,Night,19,Evening,105,14,20684
2022-02-24,Vistara,UK,845,Mumbai,Bangalore,,Mumbai-Bangalore,0,7,Morning,6,Morning,110,14,20684
2022-02-24,Vistara,UK,851,Mumbai,Bangalore,,Mumbai-Bangalore,0,8,Morning,7,Morning,110,14,20684
2022-02-24,Vistara,UK,857,Mumbai,Bangalore,,Mumbai-Bangalore,0,22,Night,21,Night,110,14,20684
2022-02-24,Air India,AI,639,Mumbai,Bangalore,,Mumbai-Bangalore,0,11,Morning,9,Morning,100,14,20684
2022-02-24,Vistara,UK,841,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,11,Morning,275,14,39766
2022-02-24,Air India,AI,611,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,11,Morning,1540,14,42546
2022-02-24,Air India,AI,673,Mumbai,Bangalore,,Mumbai-Bangalore,1,19,Evening,7,Morning,675,14,44787
2022-02-24,Vistara,UK,653,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,6,Morning,735,14,48213
2022-02-24,Vistara,UK,651,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,16,Afternoon,1570,14,48213
2022-02-24,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,11,Morning,6,Morning,350,14,54608
2022-02-24,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,12,Afternoon,385,14,54608
2022-02-24,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,12,Afternoon,480,14,54608
2022-02-24,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,12,Afternoon,615,14,54608
2022-02-24,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,12,Afternoon,655,14,54608
2022-02-24,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,6,Morning,660,14,54608
2022-02-24,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,6,Morning,770,14,54608
2022-02-24,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,6,Morning,865,14,54608
2022-02-24,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,6,Morning,1000,14,54608
2022-02-24,Air India,AI,809,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,10,Morning,375,14,54608
2022-02-24,Air India,AI,687,Mumbai,Bangalore,,Mumbai-Bangalore,1,0,Late_Night,16,Afternoon,490,14,54608
2022-02-24,Air India,AI,806,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,8,Morning,495,14,54608
2022-02-24,Air India,AI,442,Mumbai,Bangalore,IXU,Mumbai-Bangalore,1,0,Late_Night,15,Afternoon,515,14,54608
2022-02-24,Air India,AI,635,Mumbai,Bangalore,IDR,Mumbai-Bangalore,1,16,Afternoon,7,Morning,550,14,54608
2022-02-24,Air India,AI,864,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,7,Morning,555,14,54608
2022-02-24,Air India,AI,809,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,10,Morning,605,14,54608
2022-02-24,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,21,Night,685,14,54608
2022-02-24,Air India,AI,806,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,8,Morning,725,14,54608
2022-02-24,Air India,AI,635,Mumbai,Bangalore,IDR,Mumbai-Bangalore,1,20,Night,7,Morning,780,14,54608
2022-02-24,Air India,AI,864,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,7,Morning,785,14,54608
2022-02-24,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,19,Evening,835,14,54608
2022-02-24,Air India,AI,809,Mumbai,Bangalore,,Mumbai-Bangalore,1,0,Late_Night,10,Morning,850,14,54608
2022-02-24,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,18,Evening,895,14,54608
2022-02-24,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,21,Night,900,14,54608
2022-02-24,Air India,AI,806,Mumbai,Bangalore,,Mumbai-Bangalore,1,0,Late_Night,8,Morning,970,14,54608
2022-02-24,Air India,AI,687,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,16,Afternoon,1015,14,54608
2022-02-24,Air India,AI,635,Mumbai,Bangalore,IDR,Mumbai-Bangalore,1,0,Late_Night,7,Morning,1025,14,54608
2022-02-24,Air India,AI,442,Mumbai,Bangalore,IXU,Mumbai-Bangalore,1,8,Morning,15,Afternoon,1040,14,54608
2022-02-24,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,19,Evening,1050,14,54608
2022-02-24,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,18,Evening,1110,14,54608
2022-02-24,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,21,Night,1125,14,54608
2022-02-24,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,19,Evening,1275,14,54608
2022-02-24,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,18,Evening,1335,14,54608
2022-02-24,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,21,Night,1355,14,54608
2022-02-24,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,19,Evening,1505,14,54608
2022-02-24,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,18,Evening,1565,14,54608
2022-02-24,Air India,AI,673,Mumbai,Bangalore,Patna,Mumbai-Bangalore,1,1,Late_Night,7,Morning,1075,14,55982
2022-02-24,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,6,Morning,630,14,62448
2022-02-24,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,6,Morning,740,14,62448
2022-02-24,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,6,Morning,835,14,62448
2022-02-24,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,6,Morning,970,14,62448
2022-02-24,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,10,Morning,395,14,66928
2022-02-24,Vistara,UK,960,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,11,Morning,415,14,66928
2022-02-24,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,10,Morning,505,14,66928
2022-02-24,Vistara,UK,960,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,11,Morning,510,14,66928
2022-02-24,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,10,Morning,600,14,66928
2022-02-24,Vistara,UK,960,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,11,Morning,645,14,66928
2022-02-24,Vistara,UK,960,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,11,Morning,685,14,66928
2022-02-24,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,10,Morning,735,14,66928
2022-02-24,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,10,Morning,775,14,66928
2022-02-24,Vistara,UK,988,Mumbai,Bangalore,,Mumbai-Bangalore,1,10,Morning,20,Night,835,14,66928
2022-02-24,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,8,Morning,495,14,69168
2022-02-24,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,7,Morning,570,14,69168
2022-02-24,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,8,Morning,605,14,69168
2022-02-24,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,7,Morning,680,14,69168
2022-02-24,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,8,Morning,700,14,69168
2022-02-24,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,7,Morning,775,14,69168
2022-02-24,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,8,Morning,835,14,69168
2022-02-24,Vistara,UK,970,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,8,Morning,875,14,69168
2022-02-24,Vistara,UK,940,Mumbai,Bangalore,,Mumbai-Bangalore,1,10,Morning,19,Evening,905,14,69168
2022-02-24,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,7,Morning,910,14,69168
2022-02-24,Vistara,UK,930,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,7,Morning,950,14,69168
2022-02-24,Vistara,UK,996,Mumbai,Bangalore,,Mumbai-Bangalore,1,10,Morning,18,Evening,980,14,69168
2022-02-24,Vistara,UK,910,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,17,Evening,345,14,70400
2022-02-24,Vistara,UK,988,Mumbai,Bangalore,,Mumbai-Bangalore,1,11,Morning,20,Night,895,14,74365
2022-02-24,Vistara,UK,902,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,15,Afternoon,415,14,74880
2022-02-24,Vistara,UK,902,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,15,Afternoon,455,14,74880
2022-02-24,Vistara,UK,944,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,14,Afternoon,480,14,74880
2022-02-24,Vistara,UK,944,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,14,Afternoon,520,14,74880
2022-02-24,Vistara,UK,940,Mumbai,Bangalore,,Mumbai-Bangalore,1,11,Morning,19,Evening,965,14,76605
2022-02-24,Vistara,UK,988,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,20,Night,705,14,84820
2022-02-24,Vistara,UK,940,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,19,Evening,775,14,87060
2022-02-24,Vistara,UK,996,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,18,Evening,850,14,87060
2022-02-24,Vistara,UK,910,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,17,Evening,905,14,88292
2022-02-24,Vistara,UK,902,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,15,Afternoon,1015,14,92772
2022-02-25,Vistara,UK,863,Mumbai,Bangalore,,Mumbai-Bangalore,0,10,Morning,9,Morning,100,15,20684
2022-02-25,Vistara,UK,853,Mumbai,Bangalore,,Mumbai-Bangalore,0,17,Evening,16,Afternoon,105,15,20684
2022-02-25,Vistara,UK,849,Mumbai,Bangalore,,Mumbai-Bangalore,0,19,Evening,17,Evening,105,15,20684
2022-02-25,Vistara,UK,845,Mumbai,Bangalore,,Mumbai-Bangalore,0,7,Morning,6,Morning,110,15,20684
2022-02-25,Vistara,UK,851,Mumbai,Bangalore,,Mumbai-Bangalore,0,8,Morning,7,Morning,110,15,20684
2022-02-25,Vistara,UK,857,Mumbai,Bangalore,,Mumbai-Bangalore,0,22,Night,21,Night,110,15,20684
2022-02-25,Air India,AI,639,Mumbai,Bangalore,,Mumbai-Bangalore,0,11,Morning,9,Morning,100,15,20684
2022-02-25,Air India,AI,607,Mumbai,Bangalore,,Mumbai-Bangalore,0,18,Evening,16,Afternoon,105,15,20684
2022-02-25,Vistara,UK,865,Mumbai,Bangalore,,Mumbai-Bangalore,0,20,Night,19,Evening,105,15,26396
2022-02-25,Air India,AI,619,Mumbai,Bangalore,,Mumbai-Bangalore,1,14,Afternoon,20,Night,1085,15,29094
2022-02-25,Air India,AI,669,Mumbai,Bangalore,,Mumbai-Bangalore,1,14,Afternoon,12,Afternoon,1580,15,39547
2022-02-25,Air India,AI,625,Mumbai,Bangalore,,Mumbai-Bangalore,1,19,Evening,8,Morning,700,15,44571
2022-02-25,Air India,AI,673,Mumbai,Bangalore,,Mumbai-Bangalore,1,19,Evening,7,Morning,675,15,44787
2022-02-25,Vistara,UK,653,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,6,Morning,735,15,48213
2022-02-25,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,12,Afternoon,385,15,54608
2022-02-25,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,12,Afternoon,480,15,54608
2022-02-25,Vistara,UK,986,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,22,Night,595,15,54608
2022-02-25,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,12,Afternoon,615,15,54608
2022-02-25,Vistara,UK,958,Mumbai,Bangalore,,Mumbai-Bangalore,1,23,Night,12,Afternoon,655,15,54608
2022-02-25,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,6,Morning,660,15,54608
2022-02-25,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,6,Morning,770,15,54608
2022-02-25,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,6,Morning,865,15,54608
2022-02-25,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,6,Morning,1000,15,54608
2022-02-25,Air India,AI,809,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,10,Morning,375,15,54608
2022-02-25,Air India,AI,687,Mumbai,Bangalore,,Mumbai-Bangalore,1,0,Late_Night,16,Afternoon,490,15,54608
2022-02-25,Air India,AI,806,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,8,Morning,495,15,54608
2022-02-25,Air India,AI,442,Mumbai,Bangalore,IXU,Mumbai-Bangalore,1,0,Late_Night,15,Afternoon,515,15,54608
2022-02-25,Air India,AI,635,Mumbai,Bangalore,IDR,Mumbai-Bangalore,1,16,Afternoon,7,Morning,550,15,54608
2022-02-25,Air India,AI,864,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,7,Morning,555,15,54608
2022-02-25,Air India,AI,809,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,10,Morning,605,15,54608
2022-02-25,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,21,Night,685,15,54608
2022-02-25,Air India,AI,806,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,8,Morning,725,15,54608
2022-02-25,Air India,AI,635,Mumbai,Bangalore,IDR,Mumbai-Bangalore,1,20,Night,7,Morning,780,15,54608
2022-02-25,Air India,AI,864,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,7,Morning,785,15,54608
2022-02-25,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,19,Evening,835,15,54608
2022-02-25,Air India,AI,809,Mumbai,Bangalore,,Mumbai-Bangalore,1,0,Late_Night,10,Morning,850,15,54608
2022-02-25,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,18,Evening,895,15,54608
2022-02-25,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,21,Night,900,15,54608
2022-02-25,Air India,AI,806,Mumbai,Bangalore,,Mumbai-Bangalore,1,0,Late_Night,8,Morning,970,15,54608
2022-02-25,Air India,AI,687,Mumbai,Bangalore,,Mumbai-Bangalore,1,8,Morning,16,Afternoon,1015,15,54608
2022-02-25,Air India,AI,635,Mumbai,Bangalore,IDR,Mumbai-Bangalore,1,0,Late_Night,7,Morning,1025,15,54608
2022-02-25,Air India,AI,442,Mumbai,Bangalore,IXU,Mumbai-Bangalore,1,8,Morning,15,Afternoon,1040,15,54608
2022-02-25,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,19,Evening,1050,15,54608
2022-02-25,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,12,Afternoon,18,Evening,1110,15,54608
2022-02-25,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,21,Night,1125,15,54608
2022-02-25,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,19,Evening,1275,15,54608
2022-02-25,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,16,Afternoon,18,Evening,1335,15,54608
2022-02-25,Air India,AI,867,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,21,Night,1355,15,54608
2022-02-25,Air India,AI,888,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,19,Evening,1505,15,54608
2022-02-25,Air India,AI,660,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,18,Evening,1565,15,54608
2022-02-25,Air India,AI,774,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,20,Night,1435,15,55982
2022-02-25,Vistara,UK,651,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,16,Afternoon,1570,15,61844
2022-02-25,Vistara,UK,954,Mumbai,Bangalore,,Mumbai-Bangalore,1,11,Morning,6,Morning,350,15,62045
2022-02-25,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,6,Morning,630,15,62448
2022-02-25,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,6,Morning,740,15,62448
2022-02-25,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,20,Night,6,Morning,835,15,62448
2022-02-25,Vistara,UK,928,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,6,Morning,970,15,62448
2022-02-25,Vistara,UK,994,Mumbai,Bangalore,,Mumbai-Bangalore,1,17,Evening,10,Morning,395,15,66928
2022-02-25,Vistara,UK,960,Mumbai,Bangalore,,Mumbai-Bangalore,1,18,Evening,11,Morning,415,15,66928
2022-02-25,Vistara,UK,902,Mumbai,Bangalore,,Mumbai-Bangalore,1,22,Night,15,Afternoon,415,15,66928
